pid,doi,wos_award_ids,crossref_award_ids,kuali_verified_award_ids
articles:18250,10.1029/2015EO026579,,,
articles:16517,10.5194/acp-15-3217-2015,,2012 VC Fellowship,
articles:16707,10.1093/mnrasl/slv004,,,
articles:16535,10.5194/gmd-8-669-2015,,,
articles:16659,10.1063/1.4915121,"AGS-1139743,ATM-0527140,ATM-0730766,OCI-0904534,CRI-0958512,ATM130019,G49-15","G49-15,ATM-0730766, AGS-1139743, ATM-0527140,CRI-0958512,OCI-0904534,NCAR UDEL0001, CISL-35751014 and CISL-35751015",
articles:16628,10.1103/PhysRevLett.114.114504,"FP7PIRSES-2010-269297-Turbo-plasmas,DE-AC05-00OR22725,NSF/CMG/1025183","CMG/1025183,DE-AC05-00OR22725,FP7PIRSES-2010-269297-Turbo-plasmas",
articles:16480,10.1021/es505846r,"CD300430,L14AC00173,FP-91720001-0,NNX08AD22G,1R21ES016986","CD300430,FP-91720001-0,14-1-04-5",
articles:16635,10.1002/2014JD022661,,,
articles:16633,10.1002/2014JD022279,,,
articles:16634,10.1002/2014JD022483,"NNX08AJ92G,1442785,AGS-1048827,NA09OAR4310063,NNX10AR63G","grant NNX08AJ92G,AGS-1048827",
articles:16511,10.5194/acp-15-2915-2015,,,
articles:16740,10.1002/2015GL063569,,,
articles:16514,10.5194/acp-15-2889-2015,NNH10ZDA001N-ACMAP,,
articles:16658,10.1038/ncomms7591,"20131089356,2013CBA01805,2010CB951800,2012BAC19B08",,
articles:16564,10.1175/JCLI-D-13-00776.1,"FP7-ENV-2009/238366,FP7-ENV-2011/282672,GA01101,DEB-1150246",,
articles:16565,10.1175/JCLI-D-14-00325.1,,,
articles:16496,10.5194/gmd-8-549-2015,"NE/J010073/1,NE/J009202/1,306340/2011-9,283576,NE/J010073/1,1236935,NE/J010073/1,NE/J009202/1,ncas10006",NE/J010073/1,
articles:16518,10.5194/acp-15-2805-2015,"H2370 094000/J2350103006,AGS-1238109,13-1-01-4",,
articles:16542,10.1029/2015EO025331,,,
articles:16946,10.5194/amt-8-1135-2015,"CGL2011-29921-C02-01,CGL2011-23413,CGL2012-33576",,
articles:16482,10.5194/acp-15-2405-2015,"R-82805901-0,RD-83455701",RD-83455701,
articles:16669,10.5194/cp-11-403-2015,"278636,ATM-0513402,AGS-1203910,OCE-1202632,NE/H006273/1,ATM0323516,NNX10AU63A,NSF-EAR-1237211,NE/H006273/1,ncas10009,bgs05002",278636,"ATM0513402,NSFEAR1237211"
articles:16515,10.5194/acp-15-2341-2015,"1042787,DE-AC52-07NA27344",NSF grant #1042787,
articles:16671,10.5194/amt-8-1073-2015,1206166,1206166,
articles:16481,10.5194/acp-15-2227-2015,DP110101948,,
articles:16545,10.1175/JAS-D-14-0124.1,"ROSES08-USPI,ROSES12-MAP,ROSES13-NDOA",,
articles:16562,10.1175/JCLI-D-13-00689.1,1049219,,
articles:16560,10.1175/JCLI-D-14-00112.1,,,
articles:16561,10.1007/s00382-014-2402-3,"NSC 97-2627-M-002-023,NSC 98-2627-M-002-011,ATM 04-02474",,
articles:16563,10.1007/s00382-014-2196-3,,,
articles:16513,10.1175/JAS-D-14-0216.1,,,
articles:16524,10.1038/jes.2014.40,"834798,ES007142,ES016454,ES020871,ES000002",,
articles:16436,10.1002/joc.3991,,,
articles:16439,10.1175/MWR-D-14-00083.1,DE-SC0006959,,
articles:16530,10.1007/s11207-014-0643-2,,,
articles:16613,10.1002/2014JA020934,"NNX09AN57G,AGS-1135446,AGS-1138784","NNX09AN57G,AGS-1135446,AGS-1138784","AGS1138784,NNX09AN57G"
articles:16454,10.1007/s00376-014-3162-z,"41305089,NA10NES4400013,GYHY201406011",,
articles:16453,10.1007/s00376-014-3258-5,2013CB430102,,
articles:16486,10.1002/we.1708,"282797,ENE2012-38772-C02-01","FP7-ENERGY-2011/no 282797,ENE2012-38772-C02-01",
articles:16484,10.1016/j.rse.2014.11.023,"EPS-1101245,NNX11AB88G,0832652","1101245,NNX11AB88G,DEB#0832652",
articles:16485,10.1016/j.rse.2014.10.022,NNX10AK79G,NNX10AK79G,NNX10AK79G
articles:16641,10.1002/2014WR016259,"NNX11AF54G,NNX13AN78H","#NNX11AF54G,NNX13AN78H",
articles:16642,10.1002/2014JA020935,"NNX09AN57G,AGS-1135446,AGS-1138784","NNX09AN57G,AGS-1135446,AGS-1138784","AGS1138784,NNX09AN57G"
articles:16640,10.1002/2014JA020886,NNX13AE15G,NNX13AE15G,NNX13AE15G
articles:16645,10.1016/j.pocean.2014.02.004,DE-FC02-97ER62402,DE-FC02-97ER62402,
articles:16646,10.6038/cjg20150301,,,
articles:16647,10.1127/metz/2015/0578,,,
articles:16548,10.1175/JAS-D-14-0040.1,"41375067,41430533,41490642,Y163011",,
articles:16549,10.1175/JAS-D-14-0039.1,"41430533,41375067,41490642,Y163011",,
articles:16547,10.1007/s10584-015-1342-1,,,
articles:16665,10.1002/2014MS000383,"NE/I020059/1,NE/J024252/1,ncas10008,ncas10009,ncas10003",NE/I020059/1,
articles:16945,10.1175/JTECH-D-14-00166.1,"NTU-CESRP-104R7604-1,MOST 103-2625-M-002-003,MOST 103-2111-M-002-010,AGS-1059899,AGS-1360237,NNX13AF74G",,
articles:16580,10.1175/JPO-D-14-0030.1,"N00014-08-1-0577,N00014-10-1-0313,OCE0549887,OCE1130678",,
articles:16578,10.1175/JPO-D-14-0116.1,,,
articles:16579,10.1175/JPO-D-14-0172.1,NNX10AC16G,,NNX10AC16G
articles:16663,10.1002/2014JA020533,AGS-1303649,AGS-1303649,
articles:16662,10.1002/2014JA020769,"AGS-1400985,NNX11AO59G,NNX11AJ10G","AGS-1400985,NNX11AO59G,NNX11AJ10G",AGS1400985
articles:16708,10.5670/oceanog.2015.01,,,
articles:16723,10.1175/BAMS-D-13-00180.1,"DE-SC0006865MOD0002,DE-SC0008468,DE-SC0006736,DE-SC0000991,DESC0006712,DE-SC0007233,DE-SC0006701",,
articles:16681,10.1175/JPO-D-14-0157.1,,,
articles:16434,10.1007/s00382-014-2156-y,,,
articles:17722,10.1007/s40641-015-0004-8,,,
technotes:525,10.5065/D6RX9940,,,
technotes:526,10.5065/D6WQ01TD,,,
technotes:527,10.5065/D6445JJ7,,,
articles:16631,10.1002/2014GL062584,13-CARBON13_2-0071,,
articles:16581,10.1002/2014JD022420,,,
articles:16569,10.5194/amt-8-987-2015,"NNX12AB79G,DGE 1106400",NNX08AR13G,
articles:16567,10.5194/acp-15-2215-2015,"NNX11AH90G,PICT-PRH 2009-0063",,NNX11AH90G
articles:16546,10.1088/0004-637X/801/1/22,,,
articles:16568,10.5194/acp-15-2009-2015,1172/10,,
articles:16468,10.5194/acp-15-1683-2015,"3715,RD-83503701-0,NNX08AH56G,1049140,UL1RR024979,15093810",,
articles:16512,10.1002/2014GL062784,"ANT-0839091,PLR-1246405,CNS-0821794,AGS-1343106,NNX13AD64G,NNX14AE08G","ANT-0839091,PLR-1246405,AGS-1343106,NNX13AD64G,NNX14AE08G,CNS-0821794",NNX14AE08G
articles:16551,10.1002/2014JD022364,"2012CB955200,41175069,XDA11010303","2012CB955200,41175069,XDA11010303",
articles:16692,10.1002/2014JD022551,ANT-0733007,ANT-0733007,
articles:16570,10.5194/amt-8-793-2015,"NNX09AJ28G,NNG05GR56G,AGS-1104104,ATM-0847793",,
articles:18735,10.6057/2015TCRR01.05,,,
articles:16487,10.1088/2041-8205/800/1/L18,SFRH/BPD/68409/2010,,
articles:16477,10.5194/tc-9-331-2015,,,
articles:16469,10.1186/s12889-015-1414-1,"GEO-1211668,RD - 8354201",,GEO1211668
articles:16461,10.1029/2015EO023767,,,
articles:16538,10.5194/acp-15-1521-2015,NNX10AT42G,NNX10AT42G,
articles:16499,10.1073/pnas.1421989112,,,
articles:16493,10.5194/acp-15-1385-2015,"NE/F004656/1,NE/F004656/1,NE/H003150/1",NE/F004656/1,
articles:16498,10.1088/0004-637X/800/1/54,"SP02H3901R,NNM07AB07C",,
articles:16556,10.5194/gmd-8-151-2015,NNX10AK79G,,NNX10AK79G
articles:18044,10.1016/j.ecss.2014.11.033,GEO-0909484,GEO-0909484,
articles:16528,10.5194/bg-12-653-2015,"NE/J010154/,264879,283080,282672,NSF AGS-1048827,603542,238366,NN2980K,NS2980K,NE/K002481/1,NE/J010057/1,NE/J010154/1",,
articles:16539,10.5194/acp-15-1191-2015,"41125003,41101063,2009CB723901,DE-AC05-76RLO1830","41101063,41125003,2009CB723901",
articles:16522,10.1175/JCLI-D-14-00303.1,"41371016,41001215",,
articles:16519,10.1175/MWR-D-14-00227.1,"NA14OAR4830101,NA12OAR4310075,N00014-12-10450",,
articles:16525,10.1051/0004-6361/201322361,"269194,ERC-228261,NNX12AE17G",,
articles:16629,10.1002/2014JA020919,"AGS-1138784,41225017,41127901,41025016,41121003,KZZD-EW-01,2012CB825605","AGS-1138784,41225017,41127901,41025016,41121003,KZZD-EW-01,2012CB825605",AGS1138784
articles:16630,10.1002/2014JA020028,"ATM0955629,AGS1339918,NNX13AD64G,NNX14AD46G,NNX08AV35G,NNX13AF93G,NNX14AD84G,1210429","ATM0955629,AGS1339918,NNX13AD64G,NNX14AD46G,NNX08AV35G,NNX13AF93G,NNX14AD84G,1210429","AGS1339918,NNX13AF93G,NNX14AD84G"
articles:16632,10.1002/2015SW001167,,,
articles:16429,10.1016/j.renene.2014.08.060,NNX10AB30G,NNX10AB30G,NNX10AB30G
articles:16500,10.1175/JAS-D-13-0388.1,,,
articles:16523,10.1175/JCLI-D-14-00184.1,"AGS-098643,AGS-0968640",,
articles:16531,10.1016/j.ocemod.2014.11.006,"0825614,1350795","0825614,1350795",
articles:16532,10.1007/s13351-014-4053-z,,,
articles:16457,10.1175/JAS-D-14-0106.1,"ATM-0553017,ATM-0849491,AGS-0935830",,
articles:16503,10.1175/JCLI-D-14-00324.1,"AGS-1035968,AGS-1035843,NJ07102,AGS-1331375,282672,NA08OAR4320752,2011-67003-30373",,
articles:16502,10.1175/JCLI-D-14-00103.1,"NNX09AJ05G,NNX12AH90G,DE-SC0006702,DE-SC0005336,ATM-0425247,DE-AC52-07NA27344",,"DESC0006702,NNX09AJ05G,NNX12AH90G"
articles:16507,10.1175/MWR-D-14-00082.1,DMS-1025468,,
articles:16504,10.1175/JCLI-D-14-00102.1,"NNX09AJ05G,NNX12AH90G,DE-SC0006702,DE-SC0005336,ATM-0425247",,"DESC0006702,NNX09AJ05G,NNX12AH90G"
articles:16506,10.1175/JAS-D-13-0353.1,AGS-1042787,,
articles:16505,10.1175/JAS-D-14-0186.1,"2013CB430104,40921160380,4141101075,41330421",,
articles:16509,10.1007/s00382-014-2212-7,"NA09OAR4310163,NA13OAR4310138,OCE-1243015,DE-AC05-00OR22725",,"NA13OAR4310138,OCE1243015"
articles:16508,10.1016/j.jastp.2014.11.006,"AGS-0334595,AGS-0640745,NNX13AF93G,NNX07AB76G,NNX09AG64G","AGS-0334595,AGS-0640745,NNX13AF93G,NNX07AB76G,NNX09AG64G",NNX13AF93G
articles:16591,10.1515/ntrev-2014-0020,DRL-0822128,,
articles:16594,10.1002/2014WR015744,CBET-0931780,CBET-0931780,
articles:16592,10.1002/2014JA020615,"NNX11AO59G,NNX11AJ10G,AGS-1023346,ATM-0120950,36761008,3761009,UDRT0001","NNX11AO59G,NNX11AJ10G,AGS-1023346 (NSWP),ATM-0120950 (CISM-STC)",UDRT0001
articles:16593,10.1002/2014JA020657,"2012CB825606,2011CB811406,41229001","2012CB825606,2011CB811406,41229001",
articles:16595,10.1002/2014JA020833,"NAS5-01072,967399,922613",,
articles:16478,10.1111/gfl.12114,EAR-1251557,EAR-1251557,
articles:16510,10.1175/MWR-D-14-00199.1,AGS-1058426,,
articles:16470,10.1016/j.scitotenv.2014.11.024,"41275128,41375063,41206163","41275128,41375063,41206163",
articles:16812,10.1002/2014EF000283,"AGS-1157525,GEO-1240507,200021 138037/1","AGS-1157525,GEO-1240507,200021 138037/1",
articles:16668,10.1002/2014JC010625,"NNX12AF68G,NNX10AC16G","NNX12AF68G,NNX10AC16G",NNX10AC16G
articles:18922,10.1109/JSTARS.2014.2364394,"NNX11AH05G,NNX14AK70G","NNX11AH05G,NNX14AK70G",
articles:18249,10.1175/BAMS-D-13-00083.1,"ncas10010,NE/L002930/1",,
usclivar:88,10.5065/D67S7M6T,,,
articles:16479,10.3201/eid2102.141035,"R56AI091843,R01AI091843",,
articles:16501,10.1175/JCLI-D-13-00457.1,"11-NCA11-0028,AIST-QRS-12-0002,Ex Arch 1125798,NA11OAR4310099",,
articles:16489,10.1088/0004-637X/799/2/220,"RPG-2013-014,NNX08AQ34G",,NNX08AQ34G
articles:16553,10.1002/2014GL062649,ATM-0425247,ATM-0425247,
articles:16950,10.1002/2014GL062398,"264879,200020_147174","264879,200020_147174",
articles:16571,10.1038/nclimate2483,,,
articles:16555,10.1002/2014JD022303,83520601,83520601,
articles:16533,10.1002/2014JD022244,"NNX10AQ54G,NNX09AG65G,NNX09AI04G,0940124,1107498","NNX14AH54G,NNX10AQ54G,NNX09AG65G,NNX09AI04G,0940124,1107498,NNX14AH54G",NNX09AG65G
articles:16644,10.1016/j.hal.2015.01.005,"NA10NOS4780158,NA10NOS4780159,NA10OAR4170057,R/OCEH-9,OCE-1314642,1-P01-ES021923-01",,
articles:16554,10.1002/2014JD022747,"CATER2012-3055,2012-3034",CATER2012-3055 and 2012-3034,
articles:16490,10.1038/ngeo2329,"EAR0601998,EAR0602355,AGS0402010,ATM0401908,ATM0214525,ATM0096232,AGS1243125",,
articles:16566,10.1088/1748-9326/10/2/025003,"14.B25.31.0026,NNX13AJ02G",,NNX13AJ02G
articles:16643,10.5194/acp-15-913-2015,"AGS-1139743,OCI-0904534,OCI-0904449,ATM-0425247,DE-SC0008648,CNS-0421498,CNS-0420873,CNS-0420985",,DESC0008648
articles:16516,10.5194/acp-15-829-2015,"25483400,246,25281006",25281006,
articles:16488,10.1088/0004-637X/799/2/150,"NNX13AF55G,NNX13AL35H,NNX12AB35G,CNS-0821794",,
articles:16471,10.1088/2041-8205/799/1/L12,NNG09FA40C (IRIS),,
articles:16448,10.5194/acp-15-583-2015,PICT-PRH 2009-0063,,
articles:16494,10.1002/2014JD021993,"NNX12AQ87G,NNH11AS03,0835598,EMW-2011-FP-01124","NNX12AQ87G,NNH11AS03,0835598,EMW-2011-FP-01124",EMW2011FP01124
articles:16492,10.1002/2014JD021846,,,
articles:16491,10.1002/2014JD022221,"2012CB955200,XDA11010303,41175069","2012CB955200,XDA11010303,41175069",
articles:16447,10.5194/acp-15-595-2015,DE-SC0006780,DE-SC0006780,DESC0006780
articles:16495,10.5194/gmd-8-43-2015,"DE-AC05-76RLO 1830,GEO-1240507,AGS-1157525,NNX09AK71G",,
articles:16552,10.1021/ef5019548,"1118615,40392/09,dnro 1262/31/09,930275","40392/09,dnro1262/31/09,1118615",
articles:16462,10.1002/hyp.10391,,,
articles:16521,10.5194/amt-8-315-2015,,,
articles:16497,10.5194/hess-19-209-2015,,RIIAC80816,
articles:18814,10.1073/pnas.1407302112,,,
articles:16520,10.5194/amt-8-225-2015,"AGS-1033112,KJCX2-EW-J01",1033112,AGS1033112
articles:16446,10.5194/acp-15-273-2015,"FA8655-09-3012,NE/G019487/1,291332-CODITA,ncas10006,NE/G019487/1",,
articles:16473,10.5194/acp-15-153-2015,"NNX08AL05G,NNX11AI52G,83503701,UL1RR024979,15093810,NA10AANRG0083/56091,DE-AC05-76RL01830",,DEAC0576RL01830
articles:19437,10.5194/amt-8-97-2015,,,
articles:16537,10.1186/s13071-014-0616-1,,,
articles:16444,10.1073/pnas.1417609112,"1242258,R835410,NA10OAR4310102,R834799,DGE 1106400,1250569,AGS-1241498,ark:/85065/d7wd3xhc","1242258,R835410,NA10OAR4310102,R834799,RD-83540301,DGE 1106400,1250569,AGS-1241498",
articles:16451,10.5194/acp-15-1-2015,"DE-SC0006711,DE-SC0006035,CARB 11-305,NA13OAR4310063",DE-SC0006711,DESC0006711
articles:16527,10.1002/2014WR015820,"CE110001028,294947","CE110001028,294947",
articles:16441,10.1039/c4pp90032d,"ARC-1203250,C01X1008,FP7-SPACE-2012-313188",,
articles:16437,10.1016/j.atmosenv.2014.10.027,,,
articles:16443,10.1016/j.atmosres.2014.04.014,DE-FG02-08ER64554,DE-FG02-08ER64554,
articles:16450,10.1111/rssc.12064,"ATM-0120950,AGS-0934488,DMS-0707069","AGS-0934488,DMS-0707069",DMS0707069
articles:16442,10.1175/JCLI-D-13-00668.1,"NNX07AG53G,NA11NMF4320128,DE-SC0006766,DE-SC0005111,NSF OCE05-50233,22106008,22244057",,
articles:16452,10.1109/TBME.2014.2342280,"1489944,EP/H004009/2",,
articles:16445,10.1016/j.scitotenv.2014.09.079,"41375135,41175007,2011CB403401","41375135,41175007,2011CB403401",
articles:16449,10.1002/wcc.318,UF080256,,
articles:16526,10.1002/2014JC010149,"ARC-0902040,N00014-13-1-0296","ARC-0902040,N00014-13-1-0296",
articles:16536,10.1007/s00382-014-2464-2,,,
articles:16529,10.1002/2014JA020610,"41274158,41104107,41121003,41229001,KZZD-EW-01,XDA04060201,WK2080000031","41104107,41274158,41121003,41229001,KZZD-EW-01,XDA04060201,WK2080000031",
articles:16459,10.1175/JCLI-D-14-00164.1,"AGS-1305719,NA13OAR4310092",,
articles:16456,10.1175/JCLI-D-14-00039.1,"ANR-10-LABX-18-01,NA11OAR4310157",,
articles:16455,10.1175/JCLI-D-14-00223.1,"1010892,EF-1048481,1048827",,EF1048481
articles:16458,10.1016/j.atmosenv.2014.10.038,"41275186,41430424,41175007,41375135","41275186,41430424,41175007,41375135",
articles:16460,10.1088/0004-637X/798/1/51,,,
articles:16648,10.1175/BAMS-D-13-00197.1,"NA06OAR4310119,NA06NWS4670013,EA133C-09-CQ-0034",,
articles:16649,10.1175/BAMS-D-13-00240.1,DE-AC02-06CH11357,,
articles:16440,10.1039/c4pp90037e,41125018,,
articles:16475,10.1175/MWR-D-14-00151.1,"AGS-0644533,AGS-1157646",,
articles:16474,10.1175/MWR-D-14-00081.1,,,
articles:16476,10.1175/MWR-D-14-00116.1,,,
articles:16623,10.1175/BAMS-D-13-00121.1,,,
articles:16541,10.1002/2014JA020470,"NNX11AO59G,NNX14AN52G,36761008,2761009","NNX11AO59G,NNX14AN52G,36761008,2761009",
articles:16540,10.1002/2014JA020579,NNX12AD26G,NNX12AD26G,
articles:16466,10.1175/JAS-D-14-0066.1,"DE-SC0008648,DE-SC0005336,NNX12AH90G,ATM-0425247",,"DESC0008648,NNX12AH90G"
articles:16463,10.1175/JAS-D-14-0065.1,"DE-SC0008648,DE-SC0005336,NNX12AH90G,ATM-0425247",,"DESC0008648,NNX12AH90G"
articles:16465,10.1175/JAS-D-14-0058.1,ATM-0756308,,
articles:16472,10.1175/MWR-D-14-00246.1,,,
articles:16464,10.1175/JAS-D-14-0056.1,ATM-0756308,,
articles:16467,10.1016/j.euromechflu.2014.05.007,41722,,
articles:17000,10.1890/14-0005.1,"EF-1065029,G10AP00129,DEB-1114804,DE-AC02-05CH11231,DE-SC0006708,DEB-0911461",,
articles:16431,10.1109/TGRS.2014.2320309,"AYA2011-29183-C02-02,ACI2010-1089,ACI2009-1023,ROSES 10-GEOIM10-0018,ROSES NNH10ZDA001N,NNH10ZDA001N-GEOIM,NNH10ZDA001N-GEODESY","AYA2011-29183-C02-02,ACI2010-1089,ACI20 09-1023,10-GEOIM10-0018,NNH10ZDA001N,NNH10ZDA001N-GEOIM,NNH10ZDA001N-GEODESY",
books:597,10.1007/978-3-319-17220-0,,,
books:600,10.1002/9781118872086.ch32,,,
books:597,10.1007/978-3-319-17220-0,,,
books:588,10.1007/978-3-319-10416-4_13,,,
books:593,10.1007/978-3-319-10416-4_12,,,
books:595,10.1007/978-3-319-14448-1_70,,,
books:596,10.1142/9781783265640_0009,,,
books:597,10.1007/978-3-319-17220-0,,,
articles:16936,10.1039/c4pp90042a,,,
usclivar:8,10.5065/D62B8WD5,,,
articles:14562,10.1002/2014GL062380,"2015CB453200,41221064,41376020,2009DFA21430,NA12OAR4310075,N00014-1210450","2015CB453200,41221064,41376020,2009DFA21430,NA12OAR4310075,N00014-1210450",
articles:14514,10.1002/2014GL062468,"AGS-1138784,NNX09AJ83G,NNX13AE20G","AGS-1138784,NNX09AJ83G,NNX13AE20G","AGS1138784,NNX09AJ83G,NNX13AE20G"
articles:14555,10.1002/2014GL062071,,,
articles:14546,10.1002/2014JD022167,"NA09OAR4310193,NA09OAR4310194,41275014","NOAA MAPP,NA09OAR4310193,NA09OAR4310194,41275014",
articles:14504,10.1002/2014JD022397,,,
articles:14531,10.1073/pnas.1418197111,"OPP-0337876,DE-SC0006269,DE-SC0006702,NNG05CA06C","OPP-0337876,DE-SC0006269,DE-SC0006702",DESC0006702
articles:14551,10.5194/acp-14-13719-2014,NNX13AQ57G,,
articles:14556,10.1038/ngeo2321,"NA16RC0082,NA08OAR4310682,OCE-9158496,EaSM2-1243125,NER/GR3/12021,DE-FC02-97ER62402",,
articles:14554,10.5194/acp-14-13531-2014,"AGS-1240604,AGS-1246918,AGS-1247421,AGS-1243354,AGS-1240611,AGS-1120076,DE-SC0006626,835407,AGS-1331360","AGS-1240604,AGS-1246918,AGS-1247421,AGS-1331360,AGS-1243354,AGS-1240611,AGS-1120076,DE-SC0006626,STAR 835407",
articles:14552,10.5194/acp-14-13483-2014,"930275,272041,335478",,
articles:14553,10.5194/acp-14-13439-2014,SC0006841,,
articles:14536,10.1002/2014JD022110,"NSF 0947837,NSF 0830068,NOAA NA09OAR4310058,NASA NNX09AN50G","0947837,0830068,NA09OAR4310058,NNX09AN50G",
articles:14535,10.1002/2014JD021987,AYA2011-23552,AYA2011-23552,
articles:14534,10.1002/2014JD022365,SC0006841,SC0006841,
articles:14548,10.1002/2014GL062324,,,
articles:14547,10.1002/2014GL061627,"12-ACMAP12-0010,OCE-1338814",,
articles:14506,10.5194/acp-14-13391-2014,"NNX11AH90G,NNX12AB10G,NNH12ZDA001N",,NNX11AH90G
articles:16998,10.1002/2014EO500007,,,
articles:14513,10.1175/JCLI-D-13-00747.1,,,
articles:14521,10.1002/hyp.10096,"NE/1002200/1,NE/J017450/1,NE/L010399/1,1099461,NE/J017450/1","NE/1002200/1,NE/J017450/1,Studentship",
articles:14482,10.1002/sta4.71,,,
articles:14518,10.5194/gmd-7-2933-2014,"FT FT110100457,NE/J011002/1,NE/J011002/1",,
articles:14505,10.5194/acp-14-13119-2014,"NNX11AH90G,PICT-PRH 2009-0063",,NNX11AH90G
articles:14569,10.1002/2014EO490002,,,
articles:14537,10.1088/1748-9326/9/12/124006,EaSM-L02170157,,
articles:14519,10.5194/acp-14-12983-2014,1049058,CHE-1049058,CHE1049058
articles:14509,10.5194/amt-7-4223-2014,NNX11AE19G,NNX11AE19G,NNX11AE19G
articles:14495,10.1126/science.1259531,AGS 1160750,,
articles:14530,10.1080/02786826.2014.984801,"AGS-1137821,AGS 1241498,0919317,41405116,BK20140989,251007,DE-SC0006861",,
articles:14557,10.1002/2014MS000313,"ATM0739402,NA08OAR4320889,NA13OAR4310161","ATM0739402,NA08OAR4320889,NA13OAR4310161",
articles:14559,10.1002/2013MS000276,"DE-AC02-05CH11231,DE-AC52-07NA27344,DE-SC0006684","DE-AC02-05CH11231,DE-AC52-07NA27344,DE-SC0006684",
articles:14561,10.1002/2014MS000343,"ATM-0425247,DE-AC06-76RLO 1830,OCI-1053575","ATM-0425247,DE-AC06-76RLO 1830,OCI-1053575",
articles:14565,10.1002/2014JA020555,"ATM-0245139,ATM-0739864,ATM-1003513,ANT0839858,ATM922979,ANT0838861,AGS-0946900,AGS-0838219,NNX12AD26G,NNH09AK621","ATM-0245139,ATM-0739864,ATM-1003513,NNX12AD26G,NNH09AK621,NNX14AE08G",NNX14AE08G
articles:14558,10.1002/2014MS000372,"1143959,NNX09AK34G,DE-AC02-05CH11231,DE-AC02-05CH11231",,
articles:14564,10.1002/2014JA020416,"NNX10AQ52G,1144083,NNX10AQ59G,NNX12AJ54G","NNX10AQ52G,NNX10AQ59G,NNX12AJ54G,1144083","NNX10AQ59G,NNX12AJ54G"
articles:14560,10.1175/BAMS-D-13-00079.1,,,
articles:14460,10.1007/s10546-014-9956-9,DE-AC52-07NA27344,,
articles:14458,10.1007/s00382-014-2108-6,,,
articles:14512,10.1175/JAS-D-14-0093.1,,,
articles:14511,10.1175/JAS-D-14-0231.1,"ATM-0425247,DE-SC0008648",,DESC0008648
articles:14516,10.1016/j.palaeo.2014.05.030,NSF-OCE0823650,,
articles:14549,10.1002/2013RG000446,257106,257106,
articles:14421,10.1175/JCLI-D-12-00565.1,,,
articles:14481,10.1088/0004-637X/796/2/85,"NNX13AI63G,ST/L000741/1",,
articles:14483,10.1007/s10933-014-9797-z,"NA07OAR4310058,NSF-RAPID-1256970,NSF-0957881",,
articles:14538,10.1016/j.jastp.2014.10.007,24224011,,
articles:14540,10.1007/s11214-014-0099-6,"11173033,MMH09AK14I,NNX11AJ36G,NNX13AG18G",,
articles:14541,10.1007/s11214-014-0101-3,"NNX09AI90G,NAS5-02139",,
articles:14497,10.1175/MWR-D-14-00100.1,,,
articles:14499,10.1175/MWR-D-13-00173.1,,,
articles:14496,10.1175/MWR-D-13-00172.1,,,
articles:14498,10.1175/MWR-D-14-00097.1,,,
articles:14500,10.1016/j.atmosenv.2014.09.070,B1144891,B1144891,
articles:14523,10.1175/WAF-D-13-00145.1,,,
articles:14526,10.1175/JTECH-D-13-00239.1,"DE-SC00001279,DE-SC0008500,AGS 12-13311",,
articles:14525,10.1175/WAF-D-13-00135.1,,,
articles:14524,10.1175/JTECH-D-13-00076.1,"1305798,N000140910526",,
articles:14527,10.1007/s13253-014-0182-1,,,
articles:14567,10.1002/2014JA020220,"41174138,41131066,41304126,2011CB811405,AGS-1033112","41174138,41131066,41304126,2011CB811405,AGS-1033112",AGS1033112
articles:14568,10.1002/2014JA020235,"MOST-103-2111-M-006-003-MY3,NSC-102-2119-M-006-007,NSC-103-2111M-006-001-MY2,NSPO-S-102066,NSPO-S-102132,NSC-101-2111-M-008-021-MY2","MOST-103-2111-M-006-003-MY3,NSC-102-2119-M-006-007,NSC-103-2111-M-006-001-MY2,NSPO-S-102066,NSPO-S-102132,NSC-101-2111-M-008-021-MY2",
articles:14566,10.1002/2014JA020530,"AGS-1138784,41225017,41127901,41025016,41121003,KZZD-EW-01,2012CB825605","AGS-1138784,41225017,41127901,41025016,41121003,KZZDEW-01,2012CB825605",AGS1138784
articles:14579,10.1002/2014EF000280,ES/K006576/1,,
articles:14417,10.1007/s11433-014-5626-7,,,
articles:19245,10.1017/S1743921315004639,,,
articles:19244,10.1017/S1743921315004846,,,
articles:16986,10.1038/nclimate2454,,,
technotes:524,10.5065/D6J67DZ4,,,
articles:14515,10.1093/pasj/psu082,NNM07AA01C,,
articles:14510,10.1175/JAS-D-14-0037.1,"DGE-1144083,ATM 0910424,ASR DE-SC0008648",,DESC0008648
articles:14403,10.1002/2014MS000363,SC0006743,SC0006743,SC0006743
articles:14532,10.1002/2014GL061541,"1011827,14.604.21.0046,14.604.21.0100,14-27-00022","1011827,14.604.21.0046,14.604.21.0100,14-27-00022",
articles:14533,10.1002/2014GL061801,ATM-0947837,ATM-0947837,
articles:14426,10.1002/2014GL061921,,,
articles:14563,10.5194/acp-14-12465-2014,"FP7-ENV-2011-282688,DE-AC06-76RLO 1830,FP7-280025,NE/J022624/1,NN-H-04-Z-YS-008-N,NN-H-08-Z-DA-001-N,207711/E10,GA01101,A-0803,A-1101,2-1403,23221001,26701004,NE/J022624/1",,
articles:14517,10.1038/nature13963,"NSFC41130105,MOST2012CB955200,NSF1049219,1204011",,
articles:14419,10.5194/acp-14-12479-2014,NAS5-97046,,
